"","ID","Region","Gender","Race","Education","Marital","Religion","Happy","Income","PolParty","Politics","Marijuana","DeathPenalty","OwnGun","GunLaw","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres00","Postlife"
"675",675,"Pacific","Male","White","Jr Col","Married","Catholic",NA,"30000-34999","Ind, Near Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"676",676,"Pacific","Female","White","Jr Col","Divorced","Protestant",NA,"20000-22499","Strong Dem",NA,NA,NA,NA,NA,"Too much","About right","Too little","About right","Nader",NA
"677",677,"Pacific","Female","White","HS","Widowed","None","Pretty happy",NA,"Strong Dem","Liberal",NA,"Oppose","No","Favor",NA,NA,NA,NA,"Gore",NA
"678",678,"Pacific","Male","White","HS","Married","Protestant","Pretty happy",NA,"Ind, Near Rep","Slightly conservative","Not legal","Oppose",NA,NA,"About right","About right",NA,"About right",NA,"Yes"
"679",679,"Pacific","Male","White","HS","Never Married","None",NA,NA,"Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Nader",NA
"680",680,"Pacific","Male","White","HS","Married","Catholic",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too much","Too little","About right","About right",NA,NA
"681",681,"Pacific","Female","White","HS","Divorced","None",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"682",682,"Pacific","Female","White","Bachelors","Widowed","Protestant","Pretty happy",NA,"Strong Rep","Conservative","Not legal","Favor","Yes","Favor","Too little","Too little","About right","About right","Bush","Yes"
"683",683,"Pacific","Female","White","Bachelors","Married","Protestant",NA,"10000-124999","Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","About right","Bush",NA
"684",684,"Pacific","Female","White","Bachelors","Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"685",685,"Pacific","Male","White","Graduate","Married","Protestant","Pretty happy","60000-74999","Not Str Dem","Liberal",NA,"Oppose","No","Favor","About right","Too little","Too little","Too little","Gore","No"
"686",686,"Pacific","Female","White","Bachelors","Married","None","Pretty happy","25000-29999","Not Str Dem","Slightly liberal","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Gore",NA
"687",687,"Pacific","Female","White","Bachelors","Divorced","Protestant","Pretty happy","60000-74999","Not Str Dem","Slightly liberal","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","Yes"
"688",688,"Pacific","Male","White","Jr Col","Married","Protestant","Pretty happy","30000-34999","Strong Rep","Conservative","Not legal","Favor","Yes","Favor","Too little","Too little","About right","Too little","Bush","Yes"
"689",689,"Pacific","Female","White","HS","Never Married","None",NA,"1000-2999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",690,"Pacific","Female","Other","HS","Married","Catholic",NA,"15000-17499","Not Str Rep",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too much","Bush",NA
"691",691,"Pacific","Female","White","Left HS","Never Married","Protestant","Not too happy",NA,"Ind","Slightly liberal","Legal","Oppose",NA,NA,"Too little","About right","About right","About right",NA,"Yes"
"692",692,"Pacific","Female","White","HS","Divorced","Protestant","Pretty happy",NA,"Ind","Moderate","Legal","Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
"693",693,"Pacific","Female","Other","HS","Never Married","Catholic",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,"About right","About right","About right","About right",NA,NA
"694",694,"Pacific","Female","White","Bachelors","Never Married","Catholic","Pretty happy",NA,"Not Str Dem","Moderate","Not legal","Oppose",NA,NA,"Too much","Too little","Too little","Too much","Gore","Yes"
"695",695,"Pacific","Male","White","HS","Never Married","None","Not too happy",NA,"Ind",NA,"Legal","Favor","No","Favor",NA,NA,NA,NA,NA,"No"
"696",696,"Pacific","Male","Black","HS","Never Married","Christian","Pretty happy","20000-22499","Not Str Rep","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"697",697,"Pacific","Male","White","HS","Divorced","None","Very happy","25000-29999","Ind","Moderate","Legal","Oppose","No","Oppose","Too much","Too little","Too much","Too little","Gore","Yes"
"698",698,"Pacific","Female","White","HS","Married","None",NA,"10000-124999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",699,"Pacific","Female","White","Left HS","Widowed","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"700",700,"Pacific","Female","White","Jr Col","Married","Inter-nondenominational","Very happy","12500-14999","Strong Rep","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"701",701,"Pacific","Female","White","Jr Col","Married","Protestant",NA,"12500-14999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"702",702,"Pacific","Male","White","Left HS","Divorced","Other",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",703,"Pacific","Female","White","Bachelors","Never Married","None",NA,"10000-124999","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too much","About right","Gore",NA
"704",704,"Pacific","Female","White","HS","Married","Catholic","Very happy","10000-124999","Not Str Dem","Slightly liberal",NA,"Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
"705",705,"Pacific","Male","White","HS","Never Married","Protestant","Pretty happy","12500-14999","Not Str Rep","Conservative","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,NA,"Yes"
"706",706,"Pacific","Male","Other","HS","Married","Catholic",NA,"15000-17499","Ind",NA,NA,NA,NA,NA,"Too much","About right","Too little","About right",NA,NA
"707",707,"Pacific","Female","White","Jr Col","Married","None",NA,"40000-49999","Ind",NA,NA,NA,NA,NA,"Too little","Too little","About right",NA,"Gore",NA
"708",708,"Pacific","Male","Other","HS","Married","Native American","Pretty happy","40000-49999","Not Str Dem",NA,NA,"Oppose","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
"709",709,"Pacific","Female","White","HS","Married","Inter-nondenominational","Pretty happy","20000-22499","Ind","Moderate","Legal","Favor",NA,NA,"Too little","Too little","About right","About right",NA,NA
"710",710,"Pacific","Male","White","HS","Never Married","None","Not too happy","12500-14999","Ind","Extremely conservative","Legal","Favor","No","Oppose",NA,NA,NA,NA,NA,NA
"711",711,"New Engl","Female","White","HS","Divorced","Protestant",NA,"25000-29999","Ind, Near Dem",NA,NA,NA,NA,NA,"Too much","Too little","About right","About right","Gore",NA
"712",712,"New Engl","Female","White","HS","Married","Catholic","Very happy","12500-14999","Strong Dem","Extremely liberal",NA,"Oppose","Yes","Favor","About right","Too little","About right","Too little",NA,"Yes"
"713",713,"New Engl","Male","White","Jr Col","Never Married","Catholic","Pretty happy","50000-59999","Not Str Rep","Slightly conservative","Legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"714",714,"New Engl","Male","White","Bachelors","Married","Catholic","Very happy","60000-74999","Not Str Rep","Moderate","Not legal","Favor","No","Favor","About right","Too little","Too much","About right","Bush","No"
"715",715,"New Engl","Female","White","HS","Married","Catholic",NA,"25000-29999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"716",716,"New Engl","Female","White","HS","Never Married","Catholic",NA,"3000-3999","Not Str Dem",NA,NA,NA,NA,NA,"Too much","About right","About right","About right",NA,NA
"717",717,"New Engl","Female","White","Bachelors","Never Married","None",NA,"40000-49999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nader",NA
"718",718,"New Engl","Female","White","HS","Never Married","None","Pretty happy","20000-22499","Ind","Moderate",NA,"Oppose","No","Favor","About right","Too much","About right","Too much",NA,"Yes"
"719",719,"New Engl","Female","White","HS","Never Married","Catholic",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"720",720,"New Engl","Female","White","HS","Widowed","Catholic",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",721,"New Engl","Male","White","Graduate","Never Married","None",NA,"25000-29999","Ind, Near Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","About right",NA,NA
"722",722,"New Engl","Female","White","Graduate","Married","None",NA,"10000-124999","Ind",NA,NA,NA,NA,NA,"Too much","About right",NA,"About right",NA,NA
"723",723,"New Engl","Male","Other","Graduate","Married","Catholic",NA,"5000-5999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"724",724,"New Engl","Male","White","Bachelors","Married","None","Very happy","110000-129999","Not Str Rep","Slightly conservative",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","No"
"725",725,"New Engl","Female","White","HS","Married","Catholic",NA,"35000-39999","Strong Dem",NA,NA,NA,NA,NA,NA,"Too little","Too little",NA,"Bush",NA
"726",726,"New Engl","Male","White","Jr Col","Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,"Too much","Too much","About right","About right","Bush",NA
"727",727,"New Engl","Female","White","Left HS","Widowed","Protestant","Pretty happy",NA,"Ind","Moderate",NA,"Favor","No","Favor","Too little","About right","About right","About right",NA,NA
"728",728,"New Engl","Male","White","Jr Col","Never Married","Catholic","Pretty happy",NA,NA,NA,"Not legal","Favor","Yes","Favor","Too little","Too little","Too little","Too little",NA,"No"
"729",729,"New Engl","Male","White","Left HS","Separated","Catholic",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Bush",NA
"730",730,"New Engl","Female","White","Left HS","Widowed","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",731,"New Engl","Female","White","HS","Widowed","Catholic","Pretty happy",NA,"Strong Dem","Moderate",NA,"Favor","No","Favor","Too little","About right","Too little","About right","Gore","Yes"
"732",732,"New Engl","Male","White","Left HS","Widowed","Catholic","Pretty happy","8000-9999","Ind, Near Rep","Moderate","Legal","Favor","No","Favor","Too much","About right","Too little","About right","Bush","No"
"733",733,"South Atlantic","Female","White","HS","Never Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too little",NA,NA
"734",734,"South Atlantic","Female","White","HS","Never Married","Protestant","Very happy","1000-2999","Not Str Dem","Slightly conservative","Legal","Oppose",NA,NA,"Too much","Too little","Too little","About right","Gore","No"
"735",735,"South Atlantic","Female","White","HS","Married","Protestant","Very happy",NA,"Ind, Near Dem","Slightly liberal","Legal","Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
"736",736,"South Atlantic","Male","White","HS","Married","Protestant",NA,"35000-39999","Ind",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too much",NA,NA
"737",737,"South Atlantic","Female","White","Jr Col","Married","Protestant",NA,"30000-34999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"738",738,"South Atlantic","Female","White","Jr Col","Married","Protestant","Very happy","50000-59999","Strong Rep","Conservative",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
"739",739,"South Atlantic","Female","Black","HS","Married","Protestant",NA,"10000-124999","Ind",NA,NA,NA,NA,NA,"About right","Too little","About right","About right",NA,NA
"740",740,"South Atlantic","Male","White","Left HS","Divorced","Protestant",NA,"12500-14999","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
"741",741,"South Atlantic","Male","Black","HS","Married","Protestant",NA,"130000-149999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"742",742,"South Atlantic","Male","White","HS","Divorced","None","Pretty happy","35000-39999","Ind","Liberal",NA,"Favor","Yes","Oppose","Too much","Too little","Too little","Too little","Bush","Yes"
"743",743,"South Atlantic","Female","Black","Left HS","Divorced","Protestant","Pretty happy",NA,"Strong Dem",NA,"Not legal",NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"744",744,"South Atlantic","Female","White","HS","Married","Protestant","Very happy","30000-34999","Not Str Rep","Conservative","Not legal","Favor","Yes","Oppose","Too much","Too little","About right","Too much","Bush","Yes"
"745",745,"South Atlantic","Female","White","HS","Married","Catholic",NA,"5000-5999","Ind",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Bush",NA
"746",746,"South Atlantic","Female","White","HS","Married","Protestant",NA,"5000-5999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",747,"South Atlantic","Female","White","Left HS","Never Married","Protestant","Pretty happy","3000-3999","Ind","Slightly conservative",NA,"Favor","No","Oppose","About right","About right","Too little","About right",NA,"Yes"
"748",748,"South Atlantic","Female","Black","HS","Divorced",NA,"Pretty happy",NA,"Not Str Dem","Moderate","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"749",749,"South Atlantic","Male","Black","HS","Divorced","Protestant","Very happy","40000-49999","Not Str Dem","Slightly liberal","Not legal","Favor","Yes","Favor","Too much","Too little","Too little","About right","Bush","Yes"
"750",750,"South Atlantic","Female","Black","HS","Married","Protestant",NA,"12500-14999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",751,"South Atlantic","Female","Black","Left HS","Widowed","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",752,"South Atlantic","Male","White","Bachelors","Divorced","Protestant","Not too happy","7000-7999","Strong Dem","Liberal",NA,"Oppose","No","Favor",NA,NA,NA,NA,NA,"No"
"753",753,"South Atlantic","Female","Black","HS","Married","Protestant","Very happy","30000-34999","Strong Dem","Extremely conservative","Not legal","Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"754",754,"South Atlantic","Female","Black","HS","Married","Protestant",NA,"under 1000","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"755",755,"South Atlantic","Male","White","HS","Married","Protestant","Very happy","20000-22499","Not Str Dem","Slightly conservative","Legal","Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"756",756,"South Atlantic","Female","White","Jr Col","Never Married","Protestant",NA,"110000-129999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
"757",757,"South Atlantic","Female","White","Bachelors","Married","Protestant","Very happy",NA,"Not Str Dem","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Gore","Yes"
"758",758,"South Atlantic","Male","White","Jr Col","Married","Catholic",NA,"110000-129999","Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too little","Bush",NA
"759",759,"South Atlantic","Female","White","HS","Divorced","Protestant","Pretty happy",NA,"Not Str Rep","Conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"760",760,"South Atlantic","Female","White","Bachelors","Divorced","Protestant","Very happy","30000-34999","Strong Rep","Extremely conservative","Not legal","Favor","Yes","Oppose","Too little","About right","Too little","Too little","Bush","Yes"
"761",761,"South Atlantic","Female","White","Jr Col","Divorced","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",762,"South Atlantic","Male","White","Graduate","Divorced","None",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"763",763,"South Atlantic","Female","White","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too little","Bush",NA
"764",764,"South Atlantic","Male","White","Bachelors","Married","Protestant","Pretty happy","75000-89999","Strong Rep","Slightly conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
"765",765,"South Atlantic","Female","White","HS","Widowed","Protestant","Very happy",NA,"Not Str Dem","Moderate","Not legal","Favor",NA,NA,"About right","Too little","About right","About right","Gore","Yes"
"766",766,"South Atlantic","Female","White","Left HS","Widowed","Protestant","Pretty happy",NA,"Ind","Slightly conservative","Legal","Oppose","No","Favor",NA,NA,NA,NA,"Bush","Yes"
"767",767,"South Atlantic","Male","White","Bachelors","Never Married","Protestant",NA,"60000-74999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
"768",768,"South Atlantic","Female","White","Bachelors","Widowed","Catholic",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too little","Bush",NA
"769",769,"North Central","Female","White","Jr Col","Married","None","Very happy","17500-19999","Not Str Dem","Slightly conservative","Legal","Favor","No","Favor","About right","Too little","Too little","Too little","Gore","Yes"
"770",770,"North Central","Female","White","Jr Col","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"771",771,"North Central","Female","White","Bachelors","Married","Catholic","Pretty happy",NA,"Strong Rep","Conservative",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
"772",772,"North Central","Male","White","Bachelors","Married","Protestant","Not too happy",NA,"Not Str Dem","Moderate","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,"Gore","No"
"773",773,"North Central","Female","White","Graduate","Married","Catholic",NA,"130000-149999","Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
"774",774,"North Central","Male","White","Graduate","Married","Protestant",NA,"110000-129999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"775",775,"North Central","Male","White","Bachelors","Widowed","Catholic",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right","Gore",NA
"776",776,"North Central","Female","White","Bachelors","Married","None","Pretty happy","12500-14999","Ind, Near Dem","Liberal",NA,"Oppose","No","Favor",NA,NA,NA,NA,"Nader","Yes"
"777",777,"North Central","Female","White","Bachelors","Divorced","Protestant","Pretty happy","30000-34999","Not Str Dem","Slightly liberal","Not legal","Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"778",778,"North Central","Female","White","HS","Married","Protestant",NA,"20000-22499","Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little",NA,NA
